client_id,national_id,onboarding_date,declared_income,employment_type,is_banked,age,sex,city_type,education_level,household_size,residence_type,base_risk_score,banked_probability
6160,375898678,2022-07-18 18:40:15,15000000.0,informal,True,63,M,urban,university,1,rented,0.5601659751037344,0.9967272568791185
6161,375959467,2023-07-25 04:04:48,15000000.0,independent,True,55,M,urban,technical,7,owned,0.2697095435684647,0.998012421503137
6162,376086833,2023-01-15 18:40:54,15000000.0,formal,True,19,M,urban,secondary,4,rented,0.24481327800829872,0.9987935291811153
6163,376092811,2022-08-19 03:16:21,15000000.0,informal,True,42,M,urban,primary,5,rented,0.49792531120331945,0.9967272568791185
6164,376096674,2024-04-23 11:25:36,15000000.0,informal,True,54,M,urban,secondary,5,rented,0.45643153526970953,0.9967272568791185
6165,376115983,2022-02-12 14:04:28,15000000.0,informal,True,46,M,urban,technical,6,rented,0.41493775933609955,0.9967272568791185
6166,376138608,2024-08-16 02:30:17,15000000.0,formal,True,31,F,urban,secondary,1,owned,0.04149377593360996,0.9987935291811153
6167,376150455,2022-06-18 09:26:29,15000000.0,informal,True,52,F,urban,secondary,3,owned,0.45643153526970953,0.9967272568791185
6168,376176904,2023-09-28 08:42:39,15000000.0,informal,True,30,M,urban,primary,1,rented,0.49792531120331945,0.9967272568791185
6169,376201305,2024-12-21 17:07:36,15000000.0,formal,True,72,F,urban,primary,6,family,0.22821576763485477,0.9987935291811153
6170,376273428,2022-05-05 00:41:15,15000000.0,informal,True,23,F,urban,university,3,owned,0.41493775933609955,0.9967272568791185
6171,376321328,2024-10-11 22:01:08,15000000.0,informal,True,33,M,urban,primary,2,rented,0.49792531120331945,0.9967272568791185
6172,376322984,2022-11-29 14:30:12,15000000.0,formal,True,18,F,rural,secondary,2,rented,0.2946058091286306,0.9987935291811153
6173,376418163,2024-03-22 10:06:52,15000000.0,informal,True,30,M,urban,secondary,2,owned,0.45643153526970953,0.9967272568791185
6174,376481019,2024-07-27 10:33:52,15000000.0,formal,True,35,M,urban,technical,7,owned,0.0,0.9987935291811153
6175,376527710,2022-09-11 17:12:25,15000000.0,informal,True,71,F,urban,secondary,4,owned,0.6016597510373445,0.9967272568791185
6176,376543811,2023-01-16 13:44:41,15000000.0,informal,True,54,F,urban,primary,3,rented,0.49792531120331945,0.9967272568791185
6177,376617928,2024-07-31 15:50:36,15000000.0,informal,True,26,F,urban,primary,5,rented,0.49792531120331945,0.9967272568791185
6178,376647281,2022-04-23 13:46:27,15000000.0,informal,True,42,M,urban,technical,4,rented,0.41493775933609955,0.9967272568791185
6179,376779776,2022-04-29 20:50:24,15000000.0,independent,True,26,M,urban,university,7,owned,0.2697095435684647,0.998012421503137
6180,376781564,2022-11-27 18:21:33,15000000.0,informal,True,24,F,urban,secondary,7,rented,0.45643153526970953,0.9967272568791185
6181,376792683,2023-10-23 10:17:47,15000000.0,informal,True,51,M,urban,primary,5,other,0.49792531120331945,0.9967272568791185
6182,376831102,2024-06-02 08:14:34,15000000.0,independent,True,45,M,urban,primary,5,rented,0.35269709543568467,0.998012421503137
6183,376865636,2023-09-09 00:17:34,15000000.0,informal,True,28,M,urban,university,2,rented,0.41493775933609955,0.9967272568791185
6184,376898919,2023-06-25 08:38:31,15000000.0,independent,True,64,F,urban,secondary,6,owned,0.45643153526970953,0.998012421503137
6185,376901713,2024-08-11 16:28:39,15000000.0,informal,True,73,M,urban,technical,4,rented,0.5601659751037344,0.9967272568791185
6186,376952771,2022-07-07 20:55:57,15000000.0,informal,True,65,F,rural,secondary,4,rented,0.6514522821576765,0.9967272568791185
6187,377012806,2024-09-14 09:14:14,15000000.0,informal,True,68,M,rural,secondary,6,rented,0.6514522821576765,0.9967272568791185
6188,377050108,2022-12-09 07:58:43,15000000.0,informal,True,51,M,rural,primary,3,rented,0.5477178423236514,0.9967272568791185
6189,377079184,2022-10-30 04:27:41,15000000.0,independent,True,31,F,urban,technical,5,rented,0.2697095435684647,0.998012421503137
6190,377141847,2024-11-10 04:06:57,15000000.0,independent,True,49,M,urban,secondary,7,rented,0.3112033195020747,0.998012421503137
6191,377156259,2023-12-09 06:30:50,15000000.0,formal,True,28,F,urban,primary,6,family,0.08298755186721991,0.9987935291811153
6192,377232360,2023-04-18 23:50:34,15000000.0,informal,True,38,M,urban,secondary,3,owned,0.45643153526970953,0.9967272568791185
6193,377235558,2022-12-28 12:05:43,15000000.0,informal,True,40,M,urban,university,4,family,0.41493775933609955,0.9967272568791185
6194,377257875,2023-04-29 13:13:42,15000000.0,informal,True,45,F,urban,secondary,1,rented,0.45643153526970953,0.9967272568791185
6195,377314265,2024-05-16 20:03:34,15000000.0,informal,True,64,M,urban,technical,4,owned,0.5601659751037344,0.9967272568791185
6196,377401370,2022-06-17 14:40:08,15000000.0,informal,True,61,F,urban,secondary,1,owned,0.6016597510373445,0.9967272568791185
6197,377474325,2022-07-10 22:34:59,15000000.0,informal,True,56,M,rural,none,3,owned,0.5892116182572614,0.9967272568791185
6198,377499883,2022-11-30 11:41:13,15000000.0,informal,True,42,F,urban,secondary,7,family,0.45643153526970953,0.9967272568791185
6199,377543874,2023-06-13 00:25:55,15000000.0,formal,True,19,M,urban,none,7,rented,0.3278008298755186,0.9987935291811153
6200,377545759,2024-06-11 01:57:05,15000000.0,informal,True,65,M,urban,primary,6,owned,0.6431535269709543,0.9967272568791185
6201,377596894,2022-08-19 18:41:57,15000000.0,informal,True,29,M,urban,primary,7,family,0.49792531120331945,0.9967272568791185
6202,377613659,2024-05-10 21:18:32,15000000.0,informal,True,52,F,urban,primary,4,rented,0.49792531120331945,0.9967272568791185
6203,377646549,2024-09-20 21:36:51,15000000.0,formal,True,26,F,urban,primary,5,owned,0.08298755186721991,0.9987935291811153
6204,377753807,2023-04-22 20:54:30,15000000.0,formal,True,41,M,urban,university,5,rented,0.0,0.9987935291811153
6205,377800480,2024-11-18 14:07:37,15000000.0,informal,True,27,M,rural,secondary,2,owned,0.5062240663900416,0.9967272568791185
6206,377811648,2024-09-05 13:10:53,15000000.0,independent,True,70,M,rural,technical,2,rented,0.46473029045643155,0.998012421503137
6207,377873639,2024-05-22 22:22:38,15000000.0,formal,True,41,F,urban,primary,7,rented,0.08298755186721991,0.9987935291811153
6208,377964816,2023-02-21 09:12:15,15000000.0,informal,True,68,M,urban,primary,6,rented,0.6431535269709543,0.9967272568791185
6209,378003040,2022-11-26 04:30:58,15000000.0,informal,True,43,F,urban,primary,1,other,0.49792531120331945,0.9967272568791185
6210,378033564,2024-08-04 10:34:52,15000000.0,independent,True,40,F,urban,secondary,7,rented,0.3112033195020747,0.998012421503137
6211,378072587,2023-04-29 11:27:47,15000000.0,informal,True,39,M,rural,none,4,owned,0.5892116182572614,0.9967272568791185
6212,378186199,2022-02-04 13:32:33,15000000.0,informal,True,60,F,urban,none,1,owned,0.5394190871369294,0.9967272568791185
6213,378248065,2024-02-25 07:55:22,15000000.0,informal,True,62,F,urban,technical,4,owned,0.5601659751037344,0.9967272568791185
6214,378324753,2023-01-16 05:12:43,15000000.0,informal,True,70,M,rural,university,2,rented,0.6099585062240664,0.9967272568791185
6215,378362720,2024-10-21 13:52:10,15000000.0,formal,True,21,M,urban,secondary,3,rented,0.24481327800829872,0.9987935291811153
6216,378412604,2024-07-25 07:11:58,15000000.0,formal,True,51,F,urban,secondary,7,rented,0.04149377593360996,0.9987935291811153
6217,378450024,2022-04-25 06:05:23,15000000.0,formal,True,31,M,rural,none,5,owned,0.17427385892116182,0.9987935291811153
6218,378468943,2024-09-13 22:24:54,15000000.0,formal,True,71,M,urban,technical,7,rented,0.14522821576763484,0.9987935291811153
6219,378479892,2024-11-05 22:04:52,15000000.0,formal,True,32,M,urban,technical,1,family,0.0,0.9987935291811153
6220,378490316,2024-04-08 06:49:25,15000000.0,informal,True,22,F,urban,secondary,6,rented,0.45643153526970953,0.9967272568791185
6221,378589156,2022-10-29 12:25:41,15000000.0,independent,True,38,F,urban,technical,5,family,0.2697095435684647,0.998012421503137
6222,378599468,2024-01-04 12:04:25,15000000.0,informal,True,71,F,urban,secondary,1,family,0.6016597510373445,0.9967272568791185
6223,378614606,2024-08-08 11:28:10,15000000.0,informal,True,51,M,rural,none,6,family,0.5892116182572614,0.9967272568791185
6224,378651582,2024-06-11 23:28:08,15000000.0,independent,True,56,M,urban,none,6,owned,0.39419087136929454,0.998012421503137
6225,378686826,2023-04-18 00:12:25,15000000.0,independent,True,52,F,urban,primary,6,owned,0.35269709543568467,0.998012421503137
6226,378705047,2024-02-14 18:37:45,15000000.0,informal,True,27,F,rural,primary,1,rented,0.5477178423236514,0.9967272568791185
6227,378733778,2023-02-27 12:02:48,15000000.0,informal,True,69,M,urban,technical,4,rented,0.5601659751037344,0.9967272568791185
6228,378852139,2022-10-06 08:55:36,15000000.0,informal,True,24,F,rural,university,5,rented,0.46473029045643155,0.9967272568791185
6229,378918055,2024-01-07 18:15:47,15000000.0,formal,True,35,F,urban,primary,3,rented,0.08298755186721991,0.9987935291811153
6230,378946109,2023-05-26 12:42:20,15000000.0,informal,True,59,F,urban,technical,1,rented,0.41493775933609955,0.9967272568791185
6231,378971073,2022-09-04 03:51:58,15000000.0,informal,True,70,M,urban,secondary,4,rented,0.6016597510373445,0.9967272568791185
6232,378999774,2023-12-25 11:19:38,15000000.0,informal,True,32,F,rural,primary,1,rented,0.5477178423236514,0.9967272568791185
6233,379002188,2022-12-19 07:32:42,15000000.0,independent,True,72,M,urban,secondary,1,rented,0.45643153526970953,0.998012421503137
6234,379003105,2023-10-06 15:27:23,15000000.0,independent,True,19,F,urban,secondary,6,owned,0.5145228215767634,0.998012421503137
6235,379076945,2023-01-31 17:37:51,15000000.0,independent,True,46,F,urban,primary,5,owned,0.35269709543568467,0.998012421503137
6236,379108017,2024-08-27 04:21:54,15000000.0,formal,True,29,F,rural,primary,4,owned,0.13278008298755187,0.9987935291811153
6237,379109355,2023-06-03 20:38:13,15000000.0,informal,True,68,M,urban,secondary,3,rented,0.6016597510373445,0.9967272568791185
6238,379139109,2024-02-17 22:53:47,15000000.0,informal,True,23,M,urban,none,2,owned,0.5394190871369294,0.9967272568791185
6239,379291305,2022-07-14 21:30:29,15000000.0,informal,True,50,F,urban,technical,1,rented,0.41493775933609955,0.9967272568791185
6240,379326331,2024-12-28 03:01:02,15000000.0,informal,True,27,M,rural,primary,3,owned,0.5477178423236514,0.9967272568791185
6241,379361492,2022-08-23 23:12:57,15000000.0,formal,True,24,M,urban,primary,7,owned,0.08298755186721991,0.9987935291811153
6242,379369204,2024-08-07 07:31:23,15000000.0,informal,True,48,F,rural,primary,5,rented,0.5477178423236514,0.9967272568791185
6243,379405529,2024-07-15 10:21:58,15000000.0,independent,True,33,M,urban,primary,4,owned,0.35269709543568467,0.998012421503137
6244,379522343,2022-07-15 02:33:10,15000000.0,informal,True,48,M,urban,secondary,1,rented,0.45643153526970953,0.9967272568791185
6245,379529413,2022-01-10 13:11:12,15000000.0,informal,True,34,F,urban,secondary,6,other,0.45643153526970953,0.9967272568791185
6246,379588766,2024-03-18 01:27:53,15000000.0,formal,True,43,M,urban,university,2,rented,0.0,0.9987935291811153
6247,379603396,2024-08-09 16:44:45,15000000.0,formal,True,30,F,urban,university,1,rented,0.0,0.9987935291811153
6248,379643240,2024-02-24 10:01:07,15000000.0,informal,True,60,F,rural,technical,5,rented,0.46473029045643155,0.9967272568791185
6249,379666240,2022-03-02 20:51:17,15000000.0,formal,True,69,F,urban,secondary,6,rented,0.1867219917012448,0.9987935291811153
6250,379804533,2023-12-08 18:34:58,15000000.0,formal,True,18,M,rural,none,7,owned,0.37759336099585056,0.9987935291811153
6251,379863312,2023-03-05 20:47:04,15000000.0,informal,True,41,M,rural,none,2,owned,0.5892116182572614,0.9967272568791185
6252,379865358,2024-09-29 14:52:03,15000000.0,informal,True,68,F,urban,primary,3,rented,0.6431535269709543,0.9967272568791185
6253,379921356,2024-05-26 04:37:52,15000000.0,independent,True,71,F,rural,primary,6,owned,0.5477178423236514,0.998012421503137
6254,379946591,2024-05-24 19:37:34,15000000.0,informal,True,74,M,urban,secondary,7,owned,0.6016597510373445,0.9967272568791185
6255,380018878,2023-03-23 08:07:55,15000000.0,informal,True,22,M,urban,secondary,6,family,0.45643153526970953,0.9967272568791185
6256,380080076,2022-12-19 15:23:06,15000000.0,informal,True,71,M,urban,university,3,other,0.5601659751037344,0.9967272568791185
6257,380100797,2024-06-19 11:18:37,15000000.0,informal,True,22,F,urban,university,5,rented,0.41493775933609955,0.9967272568791185
6258,380151296,2022-05-07 02:15:17,15000000.0,independent,True,33,M,urban,primary,7,owned,0.35269709543568467,0.998012421503137
6259,380192844,2022-04-20 19:51:12,15000000.0,informal,True,44,M,rural,university,2,owned,0.46473029045643155,0.9967272568791185
6260,380197923,2022-03-10 01:22:20,15000000.0,formal,True,68,F,urban,technical,3,rented,0.14522821576763484,0.9987935291811153
6261,380244469,2023-07-15 03:19:46,15000000.0,formal,True,42,M,urban,technical,7,family,0.0,0.9987935291811153
6262,380248580,2022-03-24 15:05:16,15000000.0,informal,True,60,M,urban,secondary,4,rented,0.45643153526970953,0.9967272568791185
6263,380248692,2023-09-30 19:25:01,15000000.0,formal,True,50,M,urban,university,1,rented,0.0,0.9987935291811153
6264,380288903,2022-07-03 05:52:22,15000000.0,independent,True,45,F,urban,primary,1,owned,0.35269709543568467,0.998012421503137
6265,380337554,2024-09-02 12:01:36,15000000.0,independent,True,24,M,urban,primary,5,rented,0.35269709543568467,0.998012421503137
6266,380402324,2023-04-19 10:29:39,15000000.0,formal,True,74,F,urban,technical,4,family,0.14522821576763484,0.9987935291811153
6267,380440773,2024-01-30 13:28:29,15000000.0,informal,True,23,M,urban,secondary,7,owned,0.45643153526970953,0.9967272568791185
6268,380594312,2023-01-06 18:25:33,15000000.0,informal,True,30,M,urban,secondary,7,rented,0.45643153526970953,0.9967272568791185
6269,380639827,2022-10-14 16:47:46,15000000.0,informal,True,66,M,rural,secondary,4,owned,0.6514522821576765,0.9967272568791185
6270,380651146,2023-12-23 23:40:04,15000000.0,formal,True,51,F,urban,university,3,rented,0.0,0.9987935291811153
6271,380672634,2024-11-12 10:08:48,15000000.0,informal,True,36,F,urban,secondary,5,family,0.45643153526970953,0.9967272568791185
6272,380840754,2024-12-09 00:33:45,15000000.0,formal,True,30,M,urban,primary,5,owned,0.08298755186721991,0.9987935291811153
6273,380857313,2023-04-22 21:03:49,15000000.0,formal,True,26,M,urban,secondary,1,family,0.04149377593360996,0.9987935291811153
6274,380962064,2024-07-17 20:38:57,15000000.0,informal,True,32,M,urban,secondary,7,owned,0.45643153526970953,0.9967272568791185
6275,380992845,2022-08-18 05:39:38,15000000.0,independent,True,63,M,rural,none,6,owned,0.5892116182572614,0.998012421503137
6276,381083697,2024-07-15 21:53:24,15000000.0,informal,True,65,M,urban,secondary,5,owned,0.6016597510373445,0.9967272568791185
6277,381129976,2024-10-28 12:22:15,15000000.0,informal,True,56,M,urban,secondary,7,owned,0.45643153526970953,0.9967272568791185
6278,381132823,2023-07-21 07:33:24,15000000.0,formal,True,54,F,rural,secondary,4,rented,0.0912863070539419,0.9987935291811153
6279,381149030,2023-07-27 17:00:28,15000000.0,informal,True,34,F,rural,secondary,4,owned,0.5062240663900416,0.9967272568791185
6280,381164653,2023-09-10 21:46:51,15000000.0,informal,True,58,F,urban,secondary,7,owned,0.45643153526970953,0.9967272568791185
6281,381176502,2022-03-21 22:32:58,15000000.0,independent,True,71,F,urban,technical,6,other,0.41493775933609955,0.998012421503137
6282,381312953,2024-07-29 03:29:05,15000000.0,independent,True,38,M,urban,technical,2,owned,0.2697095435684647,0.998012421503137
6283,381321810,2024-03-18 16:22:43,15000000.0,formal,True,49,F,urban,university,1,family,0.0,0.9987935291811153
6284,381349960,2024-08-10 05:45:37,15000000.0,informal,True,70,M,rural,technical,1,owned,0.6099585062240664,0.9967272568791185
6285,381371818,2022-05-07 06:53:47,15000000.0,informal,True,26,F,urban,university,1,owned,0.41493775933609955,0.9967272568791185
6286,381418503,2024-05-28 11:46:32,15000000.0,informal,True,43,F,urban,secondary,4,family,0.45643153526970953,0.9967272568791185
6287,381557589,2023-02-02 05:33:41,15000000.0,informal,True,58,M,urban,university,1,rented,0.41493775933609955,0.9967272568791185
6288,381602202,2024-06-15 08:03:11,15000000.0,independent,True,36,M,urban,technical,2,rented,0.2697095435684647,0.998012421503137
6289,381608949,2024-12-24 07:09:42,15000000.0,informal,True,22,M,rural,secondary,5,rented,0.5062240663900416,0.9967272568791185
6290,381639969,2024-08-21 04:40:21,15000000.0,formal,True,28,F,urban,secondary,5,family,0.04149377593360996,0.9987935291811153
6291,381715365,2024-09-29 13:01:26,15000000.0,informal,True,68,M,urban,university,4,family,0.5601659751037344,0.9967272568791185
6292,381745614,2022-05-05 14:11:20,15000000.0,informal,True,33,F,urban,technical,1,owned,0.41493775933609955,0.9967272568791185
6293,381813132,2022-12-26 21:23:35,15000000.0,informal,True,67,F,urban,technical,1,owned,0.5601659751037344,0.9967272568791185
6294,381989646,2022-11-17 10:33:46,15000000.0,informal,True,62,M,urban,technical,2,rented,0.5601659751037344,0.9967272568791185
6295,381992869,2023-07-17 12:49:41,15000000.0,informal,True,53,M,rural,primary,5,owned,0.5477178423236514,0.9967272568791185
6296,382158407,2024-12-04 20:15:49,15000000.0,independent,True,36,F,urban,university,5,family,0.2697095435684647,0.998012421503137
6297,382158645,2024-01-21 23:27:11,15000000.0,formal,True,41,M,urban,none,7,owned,0.12448132780082986,0.9987935291811153
6298,382262404,2023-08-20 12:43:02,15000000.0,formal,True,36,M,urban,university,7,owned,0.0,0.9987935291811153
6299,382300204,2024-05-31 11:05:46,15000000.0,informal,True,39,F,urban,secondary,3,rented,0.45643153526970953,0.9967272568791185
6300,382351958,2022-07-13 05:28:12,15000000.0,formal,True,40,F,urban,university,3,family,0.0,0.9987935291811153
6301,382363801,2023-12-25 07:01:25,15000000.0,formal,True,40,M,urban,primary,5,owned,0.08298755186721991,0.9987935291811153
6302,382454566,2023-07-05 20:18:07,15000000.0,informal,True,36,M,urban,university,2,family,0.41493775933609955,0.9967272568791185
6303,382462094,2022-08-11 13:33:50,15000000.0,formal,True,40,F,rural,secondary,5,family,0.0912863070539419,0.9987935291811153
6304,382497990,2023-12-09 03:12:29,15000000.0,independent,True,47,M,urban,university,4,owned,0.2697095435684647,0.998012421503137
6305,382504032,2024-07-09 07:42:36,15000000.0,independent,True,48,F,urban,none,4,rented,0.39419087136929454,0.998012421503137
6306,382511169,2024-06-25 21:40:25,15000000.0,independent,True,73,M,rural,secondary,2,rented,0.5062240663900416,0.998012421503137
6307,382669225,2024-07-12 05:54:17,15000000.0,informal,True,27,M,urban,technical,4,family,0.41493775933609955,0.9967272568791185
6308,382721296,2024-06-08 08:00:15,15000000.0,informal,True,72,M,urban,technical,6,rented,0.5601659751037344,0.9967272568791185
6309,382739398,2023-05-29 11:31:39,15000000.0,informal,True,66,F,urban,university,1,owned,0.5601659751037344,0.9967272568791185
6310,382749950,2022-02-23 22:03:59,15000000.0,informal,True,71,F,rural,primary,1,owned,0.6929460580912863,0.9967272568791185
6311,382777737,2024-11-23 00:36:19,15000000.0,informal,True,63,M,urban,secondary,1,owned,0.6016597510373445,0.9967272568791185
6312,382813373,2023-05-12 14:38:11,15000000.0,informal,True,52,M,urban,technical,2,rented,0.41493775933609955,0.9967272568791185
6313,382833354,2023-11-24 21:37:56,15000000.0,formal,True,42,F,urban,secondary,1,owned,0.04149377593360996,0.9987935291811153
6314,382946177,2022-01-23 12:33:17,15000000.0,informal,True,74,M,urban,primary,5,owned,0.6431535269709543,0.9967272568791185
6315,382995981,2024-08-31 02:28:22,15000000.0,formal,True,65,F,urban,secondary,2,family,0.1867219917012448,0.9987935291811153
6316,383005622,2024-08-30 12:44:34,15000000.0,independent,True,38,F,urban,secondary,2,rented,0.3112033195020747,0.998012421503137
6317,383044104,2024-10-13 09:06:39,15000000.0,informal,True,34,M,urban,technical,3,other,0.41493775933609955,0.9967272568791185
6318,383121945,2022-07-10 10:15:05,15000000.0,informal,True,29,F,urban,secondary,2,rented,0.45643153526970953,0.9967272568791185
6319,383123411,2024-07-12 01:25:51,15000000.0,formal,True,57,M,rural,secondary,3,owned,0.0912863070539419,0.9987935291811153
6320,383152069,2023-11-16 05:42:25,15000000.0,informal,True,69,F,urban,primary,5,owned,0.6431535269709543,0.9967272568791185
6321,383171465,2022-06-09 23:38:40,15000000.0,informal,True,68,F,urban,secondary,6,other,0.6016597510373445,0.9967272568791185
6322,383218344,2023-09-17 19:51:02,15000000.0,independent,True,64,F,urban,secondary,4,family,0.45643153526970953,0.998012421503137
6323,383219076,2023-06-06 17:50:06,15000000.0,informal,True,66,M,urban,secondary,5,owned,0.6016597510373445,0.9967272568791185
6324,383229921,2023-11-16 22:54:48,15000000.0,formal,True,40,F,rural,primary,3,family,0.13278008298755187,0.9987935291811153
6325,383230448,2022-04-02 14:42:14,15000000.0,independent,True,63,M,urban,secondary,7,rented,0.45643153526970953,0.998012421503137
6326,383240999,2023-09-09 22:35:19,15000000.0,informal,True,31,F,urban,technical,1,rented,0.41493775933609955,0.9967272568791185
6327,383245702,2024-01-12 20:02:47,15000000.0,formal,True,49,F,urban,primary,6,rented,0.08298755186721991,0.9987935291811153
6328,383274656,2024-02-23 13:40:13,15000000.0,informal,True,39,F,urban,primary,6,owned,0.49792531120331945,0.9967272568791185
6329,383416632,2024-04-22 05:50:01,15000000.0,informal,True,32,M,urban,technical,2,owned,0.41493775933609955,0.9967272568791185
6330,383446874,2023-11-17 14:10:11,15000000.0,informal,True,42,F,urban,university,6,owned,0.41493775933609955,0.9967272568791185
6331,383477407,2024-02-08 00:11:49,15000000.0,formal,True,61,M,rural,technical,4,rented,0.19502074688796678,0.9987935291811153
6332,383548035,2022-04-09 21:05:25,15000000.0,formal,True,65,M,urban,secondary,1,rented,0.1867219917012448,0.9987935291811153
6333,383687820,2024-05-23 16:27:02,15000000.0,independent,True,51,M,rural,secondary,4,rented,0.36099585062240663,0.998012421503137
6334,383704521,2023-02-06 14:39:42,15000000.0,formal,True,40,M,urban,secondary,1,owned,0.04149377593360996,0.9987935291811153
6335,383847801,2023-08-23 14:56:56,15000000.0,informal,True,54,M,urban,secondary,3,rented,0.45643153526970953,0.9967272568791185
6336,383940214,2023-08-22 12:28:31,15000000.0,formal,True,45,M,urban,none,3,rented,0.12448132780082986,0.9987935291811153
6337,383983070,2024-12-04 18:42:15,15000000.0,informal,True,37,M,urban,secondary,7,family,0.45643153526970953,0.9967272568791185
6338,384007026,2022-12-23 02:11:18,15000000.0,formal,True,28,F,urban,technical,2,rented,0.0,0.9987935291811153
6339,384101174,2023-02-25 19:39:43,15000000.0,informal,True,43,M,urban,primary,2,family,0.49792531120331945,0.9967272568791185
6340,384113246,2024-04-12 13:29:44,15000000.0,formal,True,59,F,urban,technical,7,owned,0.0,0.9987935291811153
6341,384122951,2023-11-26 13:51:09,15000000.0,independent,True,50,F,urban,technical,4,rented,0.2697095435684647,0.998012421503137
6342,384127214,2022-12-15 02:21:07,15000000.0,informal,True,53,M,urban,technical,6,owned,0.41493775933609955,0.9967272568791185
6343,384188029,2023-01-13 00:41:16,15000000.0,informal,True,61,M,urban,secondary,1,rented,0.6016597510373445,0.9967272568791185
6344,384231494,2024-06-26 09:49:12,15000000.0,informal,True,26,F,rural,secondary,3,rented,0.5062240663900416,0.9967272568791185
6345,384336146,2024-07-04 06:26:43,15000000.0,informal,True,65,F,urban,secondary,4,rented,0.6016597510373445,0.9967272568791185
6346,384356293,2022-06-10 16:09:43,15000000.0,informal,True,34,M,urban,secondary,6,rented,0.45643153526970953,0.9967272568791185
6347,384439647,2023-03-14 21:02:39,15000000.0,formal,True,33,M,rural,primary,7,rented,0.13278008298755187,0.9987935291811153
6348,384528260,2024-04-22 11:38:11,15000000.0,informal,True,35,F,urban,technical,3,owned,0.41493775933609955,0.9967272568791185
6349,384545332,2022-05-10 21:05:53,15000000.0,informal,True,62,F,urban,secondary,6,owned,0.6016597510373445,0.9967272568791185
6350,384592736,2022-07-20 21:28:18,15000000.0,formal,True,53,F,urban,technical,7,rented,0.0,0.9987935291811153
6351,384609438,2022-06-23 13:34:04,15000000.0,formal,True,21,M,urban,technical,1,owned,0.20331950207468877,0.9987935291811153
6352,384627473,2023-08-02 04:14:29,15000000.0,informal,True,19,M,rural,secondary,2,family,0.7095435684647302,0.9967272568791185
6353,384725563,2023-05-09 19:05:13,15000000.0,independent,True,56,M,urban,primary,3,rented,0.35269709543568467,0.998012421503137
6354,384814127,2022-12-17 23:22:49,15000000.0,independent,True,51,F,rural,secondary,6,owned,0.36099585062240663,0.998012421503137
6355,384821329,2022-05-29 21:50:41,15000000.0,independent,True,37,F,urban,technical,5,other,0.2697095435684647,0.998012421503137
6356,384844708,2023-11-29 21:08:56,15000000.0,informal,True,32,F,urban,secondary,4,other,0.45643153526970953,0.9967272568791185
6357,384880377,2024-06-02 23:46:20,15000000.0,informal,True,60,F,urban,none,6,rented,0.5394190871369294,0.9967272568791185
6358,384926826,2022-08-21 22:49:04,15000000.0,informal,True,69,F,urban,secondary,3,owned,0.6016597510373445,0.9967272568791185
6359,385002627,2023-12-31 18:33:16,15000000.0,independent,True,67,M,urban,technical,4,rented,0.41493775933609955,0.998012421503137
6360,385033733,2024-05-20 23:22:04,15000000.0,independent,True,64,M,urban,primary,6,rented,0.49792531120331945,0.998012421503137
6361,385049648,2023-09-03 00:27:28,15000000.0,formal,True,19,M,urban,secondary,4,family,0.24481327800829872,0.9987935291811153
6362,385169576,2023-09-21 01:47:02,15000000.0,informal,True,49,M,rural,primary,1,rented,0.5477178423236514,0.9967272568791185
6363,385185717,2022-07-02 15:37:30,15000000.0,informal,True,33,M,urban,technical,5,rented,0.41493775933609955,0.9967272568791185
6364,385262529,2024-11-14 05:08:18,15000000.0,formal,True,34,M,urban,secondary,7,family,0.04149377593360996,0.9987935291811153
6365,385336819,2024-11-13 08:52:44,15000000.0,informal,True,68,M,rural,university,1,rented,0.6099585062240664,0.9967272568791185
6366,385337406,2024-02-19 09:19:27,15000000.0,informal,True,33,M,urban,none,4,rented,0.5394190871369294,0.9967272568791185
6367,385408595,2024-09-15 11:59:11,15000000.0,formal,True,56,M,urban,secondary,4,rented,0.04149377593360996,0.9987935291811153
6368,385414906,2023-10-28 02:21:17,15000000.0,formal,True,21,M,urban,secondary,5,other,0.24481327800829872,0.9987935291811153
6369,385417911,2023-12-26 00:57:23,15000000.0,informal,True,59,F,urban,secondary,3,owned,0.45643153526970953,0.9967272568791185
6370,385423929,2024-06-26 22:17:25,15000000.0,formal,True,39,F,urban,university,3,rented,0.0,0.9987935291811153
6371,385437853,2022-02-11 18:10:41,15000000.0,informal,True,24,F,urban,technical,4,rented,0.41493775933609955,0.9967272568791185
6372,385452724,2022-08-29 13:15:28,15000000.0,informal,True,26,F,rural,technical,6,rented,0.46473029045643155,0.9967272568791185
6373,385470385,2022-08-11 17:27:39,15000000.0,informal,True,38,M,urban,primary,4,owned,0.49792531120331945,0.9967272568791185
6374,385523737,2023-11-24 20:28:18,15000000.0,informal,True,53,M,urban,primary,2,rented,0.49792531120331945,0.9967272568791185
6375,385563848,2022-09-23 10:02:16,15000000.0,informal,True,65,F,urban,secondary,3,rented,0.6016597510373445,0.9967272568791185
6376,385709294,2023-03-04 11:48:47,15000000.0,informal,True,67,M,urban,secondary,2,owned,0.6016597510373445,0.9967272568791185
6377,385740951,2023-06-25 16:18:13,15000000.0,informal,True,64,M,urban,technical,2,rented,0.5601659751037344,0.9967272568791185
6378,385799403,2024-03-25 10:49:36,15000000.0,informal,True,22,F,urban,secondary,6,rented,0.45643153526970953,0.9967272568791185
